GEO_ID,NAME,MedianIncome
310M500US18140,"Columbus, OH Metro Area",67207
310M500US18180,"Concord, NH Micro Area",76218
310M500US18260,"Cookeville, TN Micro Area",47879
310M500US18300,"Coos Bay, OR Micro Area",50527
310M500US18500,"Corning, NY Micro Area",52951
310M500US18580,"Corpus Christi, TX Metro Area",56991
310M500US18700,"Corvallis, OR Metro Area",70835
310M500US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",62627
310M500US18980,"Cullman, AL Micro Area",50906
310M500US19060,"Cumberland, MD-WV Metro Area",49729
310M500US19100,"Dallas-Fort Worth-Arlington, TX Metro Area",72265
310M500US19140,"Dalton, GA Metro Area",51967
310M500US19180,"Danville, IL Metro Area",43111
310M500US19260,"Danville, VA Micro Area",45971
310M500US19300,"Daphne-Fairhope-Foley, AL Metro Area",56439
310M500US19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",62001
310M500US19430,"Dayton-Kettering, OH Metro Area",58169
310M500US19460,"Decatur, AL Metro Area",53447
310M500US19500,"Decatur, IL Metro Area",50839
310M500US19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",54533
310M500US19740,"Denver-Aurora-Lakewood, CO Metro Area",85641
310M500US19780,"Des Moines-West Des Moines, IA Metro Area",71164
310M500US19820,"Detroit-Warren-Dearborn, MI Metro Area",63474
310M500US20020,"Dothan, AL Metro Area",50010
310M500US20100,"Dover, DE Metro Area",58001
310M500US20140,"Dublin, GA Micro Area",39625
310M500US20180,"DuBois, PA Micro Area",45643
310M500US20220,"Dubuque, IA Metro Area",62178
310M500US20260,"Duluth, MN-WI Metro Area",60316
310M500US20500,"Durham-Chapel Hill, NC Metro Area",65303
310M500US20700,"East Stroudsburg, PA Metro Area",62413
310M500US20740,"Eau Claire, WI Metro Area",63460
310M500US20940,"El Centro, CA Metro Area",48472
310M500US21060,"Elizabethtown-Fort Knox, KY Metro Area",55246
310M500US21140,"Elkhart-Goshen, IN Metro Area",54531
310M500US21300,"Elmira, NY Metro Area",60782
310M500US21340,"El Paso, TX Metro Area",48823
310M500US21420,"Enid, OK Metro Area",64929
310M500US21500,"Erie, PA Metro Area",51818
310M500US21660,"Eugene-Springfield, OR Metro Area",57325
310M500US21700,"Eureka-Arcata, CA Micro Area",51662
310M500US21780,"Evansville, IN-KY Metro Area",55584
310M500US21820,"Fairbanks, AK Metro Area",72065
310M500US22020,"Fargo, ND-MN Metro Area",62820
310M500US22060,"Faribault-Northfield, MN Micro Area",72469
310M500US22100,"Farmington, MO Micro Area",42390
310M500US22140,"Farmington, NM Metro Area",44321
310M500US22180,"Fayetteville, NC Metro Area",47597
310M500US22220,"Fayetteville-Springdale-Rogers, AR Metro Area",61674
310M500US22300,"Findlay, OH Micro Area",60944
310M500US22380,"Flagstaff, AZ Metro Area",58085
310M500US22420,"Flint, MI Metro Area",50389
310M500US22500,"Florence, SC Metro Area",48547
310M500US22520,"Florence-Muscle Shoals, AL Metro Area",45824
310M500US22540,"Fond du Lac, WI Metro Area",65329
310M500US22580,"Forest City, NC Micro Area",44361
310M500US22660,"Fort Collins, CO Metro Area",75186
310M500US22840,"Fort Payne, AL Micro Area",44208
310M500US22900,"Fort Smith, AR-OK Metro Area",45157
310M500US23060,"Fort Wayne, IN Metro Area",57287
310M500US23180,"Frankfort, KY Micro Area",59495
310M500US23420,"Fresno, CA Metro Area",57518
310M500US23460,"Gadsden, AL Metro Area",41447
310M500US23540,"Gainesville, FL Metro Area",47762
310M500US23580,"Gainesville, GA Metro Area",67467
310M500US23700,"Gallup, NM Micro Area",37153
310M500US23900,"Gettysburg, PA Metro Area",67715
310M500US24020,"Glens Falls, NY Metro Area",61255
310M500US24060,"Glenwood Springs, CO Micro Area",78010
310M500US24140,"Goldsboro, NC Metro Area",44596
310M500US24220,"Grand Forks, ND-MN Metro Area",57301
310M500US24260,"Grand Island, NE Metro Area",55907
310M500US24300,"Grand Junction, CO Metro Area",60500
310M500US24340,"Grand Rapids-Kentwood, MI Metro Area",65739
310M500US24420,"Grants Pass, OR Metro Area",47573
310M500US24500,"Great Falls, MT Metro Area",51227
310M500US24540,"Greeley, CO Metro Area",78615
310M500US24580,"Green Bay, WI Metro Area",65026
310M500US24620,"Greeneville, TN Micro Area",44722
310M500US24660,"Greensboro-High Point, NC Metro Area",51770
310M500US24780,"Greenville, NC Metro Area",53401
310M500US24860,"Greenville-Anderson, SC Metro Area",58621
310M500US24940,"Greenwood, SC Micro Area",42148
310M500US25020,"Guayama, PR Metro Area",16655
310M500US25060,"Gulfport-Biloxi, MS Metro Area",50642
310M500US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",60095
310M500US25220,"Hammond, LA Metro Area",47825
310M500US25260,"Hanford-Corcoran, CA Metro Area",58453
310M500US25420,"Harrisburg-Carlisle, PA Metro Area",67069
310M500US25500,"Harrisonburg, VA Metro Area",60740
310M500US25540,"Hartford-East Hartford-Middletown, CT Metro Area",77005
310M500US25620,"Hattiesburg, MS Metro Area",48359
310M500US25720,"Heber, UT Micro Area",99265
310M500US25740,"Helena, MT Micro Area",68095
310M500US25840,"Hermiston-Pendleton, OR Micro Area",60870
310M500US25860,"Hickory-Lenoir-Morganton, NC Metro Area",50631
310M500US25900,"Hilo, HI Micro Area",67075
310M500US25940,"Hilton Head Island-Bluffton, SC Metro Area",71252
310M500US25980,"Hinesville, GA Metro Area",53060
310M500US26020,"Hobbs, NM Micro Area",68457
310M500US26090,"Holland, MI Micro Area",66278
310M500US26140,"Homosassa Springs, FL Metro Area",50751
310M500US26300,"Hot Springs, AR Metro Area",45265
310M500US26380,"Houma-Thibodaux, LA Metro Area",49874
310M500US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",69193
310M500US26580,"Huntington-Ashland, WV-KY-OH Metro Area",48329
310M500US26620,"Huntsville, AL Metro Area",67157
310M500US26660,"Huntsville, TX Micro Area",47170
310M500US26740,"Hutchinson, KS Micro Area",53584
310M500US26820,"Idaho Falls, ID Metro Area",63616
310M500US26860,"Indiana, PA Micro Area",51914
310M500US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",62502
310M500US26980,"Iowa City, IA Metro Area",63761
310M500US27060,"Ithaca, NY Metro Area",58626
310M500US27100,"Jackson, MI Metro Area",55124
310M500US27140,"Jackson, MS Metro Area",52426
310M500US27180,"Jackson, TN Metro Area",48700
310M500US27260,"Jacksonville, FL Metro Area",65880
310M500US27340,"Jacksonville, NC Metro Area",49544
310M500US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",50272
310M500US27500,"Janesville-Beloit, WI Metro Area",61243
310M500US27600,"Jefferson, GA Micro Area",65063
310M500US27620,"Jefferson City, MO Metro Area",60786
310M500US27740,"Johnson City, TN Metro Area",45917
310M500US27780,"Johnstown, PA Metro Area",49076
310M500US27860,"Jonesboro, AR Metro Area",44998
310M500US27900,"Joplin, MO Metro Area",48909
310M500US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",80754
310M500US28020,"Kalamazoo-Portage, MI Metro Area",56441
310M500US28060,"Kalispell, MT Micro Area",62588
310M500US28100,"Kankakee, IL Metro Area",60923
310M500US28140,"Kansas City, MO-KS Metro Area",70215
310M500US28180,"Kapaa, HI Micro Area",81971
310M500US28300,"Keene, NH Micro Area",66088
310M500US28420,"Kennewick-Richland, WA Metro Area",68283
310M500US28580,"Key West, FL Micro Area",68589
310M500US28660,"Killeen-Temple, TX Metro Area",54370
310M500US28700,"Kingsport-Bristol, TN-VA Metro Area",48615
310M500US28740,"Kingston, NY Metro Area",64087
310M500US28900,"Klamath Falls, OR Micro Area",56348
310M500US28940,"Knoxville, TN Metro Area",56623
310M500US29020,"Kokomo, IN Metro Area",53440
310M500US29100,"La Crosse-Onalaska, WI-MN Metro Area",59608
310M500US29180,"Lafayette, LA Metro Area",53493
310M500US29200,"Lafayette-West Lafayette, IN Metro Area",49908
310M500US29300,"LaGrange, GA-AL Micro Area",46217
310M500US29340,"Lake Charles, LA Metro Area",51547
310M500US29380,"Lake City, FL Micro Area",47094
310M500US29420,"Lake Havasu City-Kingman, AZ Metro Area",50179
310M500US29460,"Lakeland-Winter Haven, FL Metro Area",51833
310M500US29540,"Lancaster, PA Metro Area",67376
310M500US29620,"Lansing-East Lansing, MI Metro Area",59117
310M500US29700,"Laredo, TX Metro Area",56084
310M500US29740,"Las Cruces, NM Metro Area",43038
310M500US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",62107
310M500US29860,"Laurel, MS Micro Area",39213
310M500US29940,"Lawrence, KS Metro Area",64233
310M500US30020,"Lawton, OK Metro Area",51332
310M500US30100,"Lebanon, NH-VT Micro Area",61321
310M500US30140,"Lebanon, PA Metro Area",61204
310M500US30300,"Lewiston, ID-WA Metro Area",61191
310M500US30340,"Lewiston-Auburn, ME Metro Area",63813
310M500US30460,"Lexington-Fayette, KY Metro Area",60492
310M500US30620,"Lima, OH Metro Area",60429
310M500US30700,"Lincoln, NE Metro Area",61539
310M500US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",56849
310M500US30860,"Logan, UT-ID Metro Area",61467
310M500US30940,"London, KY Micro Area",37029
310M500US30980,"Longview, TX Metro Area",55970
310M500US31020,"Longview, WA Metro Area",55497
310M500US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",77774
310M500US31140,"Louisville/Jefferson County, KY-IN Metro Area",61172
310M500US31180,"Lubbock, TX Metro Area",54598
310M500US31260,"Lufkin, TX Micro Area",53320
310M500US31300,"Lumberton, NC Micro Area",35035
310M500US31340,"Lynchburg, VA Metro Area",57736
310M500US31420,"Macon-Bibb County, GA Metro Area",48435
310M500US31460,"Madera, CA Metro Area",64827
310M500US31540,"Madison, WI Metro Area",75545
310M500US31700,"Manchester-Nashua, NH Metro Area",83626
310M500US31740,"Manhattan, KS Metro Area",59010
310M500US31820,"Manitowoc, WI Micro Area",60785
310M500US31860,"Mankato, MN Metro Area",63126
310M500US31900,"Mansfield, OH Metro Area",51783
310M500US31940,"Marinette, WI-MI Micro Area",51101
310M500US31980,"Marion, IN Micro Area",47206
310M500US32020,"Marion, OH Micro Area",50608
310M500US32100,"Marquette, MI Micro Area",55148
310M500US32300,"Martinsville, VA Micro Area",38105
310M500US32420,"Mayagüez, PR Metro Area",15746
310M500US32580,"McAllen-Edinburg-Mission, TX Metro Area",41800
310M500US32740,"Meadville, PA Micro Area",49428
310M500US32780,"Medford, OR Metro Area",56450
310M500US32820,"Memphis, TN-MS-AR Metro Area",54859
310M500US32900,"Merced, CA Metro Area",61167
310M500US32940,"Meridian, MS Micro Area",36225
310M500US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",60141
310M500US33140,"Michigan City-La Porte, IN Metro Area",56019
310M500US33220,"Midland, MI Metro Area",69872
310M500US33260,"Midland, TX Metro Area",82650
310M500US33340,"Milwaukee-Waukesha, WI Metro Area",65845
310M500US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",83698
310M500US33500,"Minot, ND Micro Area",71343
310M500US33540,"Missoula, MT Metro Area",57347
310M500US33660,"Mobile, AL Metro Area",49561
310M500US33700,"Modesto, CA Metro Area",63037
310M500US33740,"Monroe, LA Metro Area",40136
310M500US33780,"Monroe, MI Metro Area",62839
310M500US33860,"Montgomery, AL Metro Area",53834
310M500US33980,"Morehead City, NC Micro Area",60186
310M500US34060,"Morgantown, WV Metro Area",56395
310M500US34100,"Morristown, TN Metro Area",47326
310M500US34180,"Moses Lake, WA Micro Area",56997
310M500US34340,"Mount Airy, NC Micro Area",49250
310M500US34380,"Mount Pleasant, MI Micro Area",45201
310M500US34580,"Mount Vernon-Anacortes, WA Metro Area",67175
310M500US34620,"Muncie, IN Metro Area",45065
310M500US34740,"Muskegon, MI Metro Area",50366
310M500US34780,"Muskogee, OK Micro Area",42450
310M500US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",56977
310M500US34860,"Nacogdoches, TX Micro Area",47572
310M500US34900,"Napa, CA Metro Area",92769
310M500US34940,"Naples-Marco Island, FL Metro Area",76025
310M500US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",70262
310M500US35100,"New Bern, NC Metro Area",52355
310M500US35260,"New Castle, PA Micro Area",50547
310M500US35300,"New Haven-Milford, CT Metro Area",69751
310M500US35380,"New Orleans-Metairie, LA Metro Area",55710
310M500US35420,"New Philadelphia-Dover, OH Micro Area",53616
310M500US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",83160
310M500US35660,"Niles, MI Metro Area",50153
310M500US35840,"North Port-Sarasota-Bradenton, FL Metro Area",65526
310M500US35900,"North Wilkesboro, NC Micro Area",43290
310M500US35980,"Norwich-New London, CT Metro Area",75633
310M500US36020,"Oak Harbor, WA Micro Area",72066
310M500US36100,"Ocala, FL Metro Area",49576
310M500US36140,"Ocean City, NJ Metro Area",69980
310M500US36220,"Odessa, TX Metro Area",67205
310M500US36260,"Ogden-Clearfield, UT Metro Area",79251
310M500US36300,"Ogdensburg-Massena, NY Micro Area",52108
310M500US36420,"Oklahoma City, OK Metro Area",60605
310M500US36460,"Olean, NY Micro Area",50912
310M500US36500,"Olympia-Lacey-Tumwater, WA Metro Area",78512
310M500US36540,"Omaha-Council Bluffs, NE-IA Metro Area",70373
310M500US36660,"Opelousas, LA Micro Area",38681
310M500US36700,"Orangeburg, SC Micro Area",37701
310M500US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",61876
310M500US36780,"Oshkosh-Neenah, WI Metro Area",58347
310M500US36837,"Ottawa, IL Micro Area",58980
310M500US36980,"Owensboro, KY Metro Area",52201
310M500US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",92236
310M500US37140,"Paducah, KY-IL Micro Area",48856
310M500US37260,"Palatka, FL Micro Area",42899
310M500US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",57305
310M500US37460,"Panama City, FL Metro Area",59450
310M500US37620,"Parkersburg-Vienna, WV Metro Area",48680
310M500US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",56507
310M500US37900,"Peoria, IL Metro Area",60372
310M500US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",74533
310M500US38060,"Phoenix-Mesa-Chandler, AZ Metro Area",67896
310M500US38220,"Pine Bluff, AR Metro Area",41541
310M500US38240,"Pinehurst-Southern Pines, NC Micro Area",62469
310M500US38300,"Pittsburgh, PA Metro Area",62638
310M500US38340,"Pittsfield, MA Metro Area",58895
310M500US38460,"Plattsburgh, NY Micro Area",60198
310M500US38540,"Pocatello, ID Metro Area",51612
310M500US38660,"Ponce, PR Metro Area",16061
310M500US38820,"Port Angeles, WA Micro Area",57126
310M500US38860,"Portland-South Portland, ME Metro Area",71913
310M500US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",78439
310M500US38940,"Port St. Lucie, FL Metro Area",62608
310M500US39020,"Portsmouth, OH Micro Area",45571
310M500US39060,"Pottsville, PA Micro Area",56295
310M500US39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",85152
310M500US39150,"Prescott Valley-Prescott, AZ Metro Area",53816
310M500US39300,"Providence-Warwick, RI-MA Metro Area",70967
310M500US39340,"Provo-Orem, UT Metro Area",79152
310M500US39380,"Pueblo, CO Metro Area",51276
310M500US39460,"Punta Gorda, FL Metro Area",54652
310M500US39500,"Quincy, IL-MO Micro Area",53334
310M500US39540,"Racine, WI Metro Area",60779
310M500US39580,"Raleigh-Cary, NC Metro Area",80096
310M500US39660,"Rapid City, SD Metro Area",58361
310M500US39740,"Reading, PA Metro Area",67708
310M500US39780,"Red Bluff, CA Micro Area",53475
310M500US39820,"Redding, CA Metro Area",63091
310M500US39900,"Reno, NV Metro Area",72132
310M500US39980,"Richmond, IN Micro Area",47944
310M500US40060,"Richmond, VA Metro Area",68324
310M500US40080,"Richmond-Berea, KY Micro Area",47540
310M500US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",70954
310M500US40220,"Roanoke, VA Metro Area",60471
310M500US40260,"Roanoke Rapids, NC Micro Area",41044
310M500US40340,"Rochester, MN Metro Area",75926
310M500US40380,"Rochester, NY Metro Area",62104
310M500US40420,"Rockford, IL Metro Area",61078
310M500US40580,"Rocky Mount, NC Metro Area",46466
310M500US40660,"Rome, GA Metro Area",50880
310M500US40700,"Roseburg, OR Micro Area",48585
310M500US40740,"Roswell, NM Micro Area",42003
310M500US40780,"Russellville, AR Micro Area",44382
310M500US40900,"Sacramento-Roseville-Folsom, CA Metro Area",76706
310M500US40980,"Saginaw, MI Metro Area",48303
310M500US41060,"St. Cloud, MN Metro Area",66076
310M500US41100,"St. George, UT Metro Area",63595
310M500US41140,"St. Joseph, MO-KS Metro Area",50425
310M500US41180,"St. Louis, MO-IL Metro Area",66417
310M500US41400,"Salem, OH Micro Area",53542
310M500US41420,"Salem, OR Metro Area",65689
310M500US41500,"Salinas, CA Metro Area",77514
310M500US41540,"Salisbury, MD-DE Metro Area",61283
310M500US41620,"Salt Lake City, UT Metro Area",80196
310M500US41660,"San Angelo, TX Metro Area",55097
310M500US41700,"San Antonio-New Braunfels, TX Metro Area",62355
310M500US41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",83985
310M500US41780,"Sandusky, OH Micro Area",60653
310M500US41860,"San Francisco-Oakland-Berkeley, CA Metro Area",114696
310M500US41900,"San Germán, PR Metro Area",16491
310M500US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",130865
310M500US41980,"San Juan-Bayamón-Caguas, PR Metro Area",23137
310M500US42020,"San Luis Obispo-Paso Robles, CA Metro Area",77265
310M500US42100,"Santa Cruz-Watsonville, CA Metro Area",89269
310M500US42140,"Santa Fe, NM Metro Area",61298
310M500US42200,"Santa Maria-Santa Barbara, CA Metro Area",75653
310M500US42220,"Santa Rosa-Petaluma, CA Metro Area",87828
310M500US42340,"Savannah, GA Metro Area",60371
310M500US42540,"Scranton--Wilkes-Barre, PA Metro Area",54304
310M500US42620,"Searcy, AR Micro Area",43399
310M500US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",94027
310M500US42680,"Sebastian-Vero Beach, FL Metro Area",59782
310M500US42700,"Sebring-Avon Park, FL Metro Area",48698
310M500US42860,"Seneca, SC Micro Area",48204
310M500US42940,"Sevierville, TN Micro Area",57741
310M500US43060,"Shawnee, OK Micro Area",53511
310M500US43100,"Sheboygan, WI Metro Area",60706
310M500US43140,"Shelby, NC Micro Area",44987
310M500US43220,"Shelton, WA Micro Area",63983
310M500US43300,"Sherman-Denison, TX Metro Area",57476
310M500US43320,"Show Low, AZ Micro Area",38897
310M500US43340,"Shreveport-Bossier City, LA Metro Area",47447
310M500US43420,"Sierra Vista-Douglas, AZ Metro Area",48484
310M500US43580,"Sioux City, IA-NE-SD Metro Area",60132
310M500US43620,"Sioux Falls, SD Metro Area",65566
310M500US43740,"Somerset, PA Micro Area",48895
310M500US43780,"South Bend-Mishawaka, IN-MI Metro Area",53471
310M500US43900,"Spartanburg, SC Metro Area",55339
310M500US44060,"Spokane-Spokane Valley, WA Metro Area",59646
310M500US44100,"Springfield, IL Metro Area",62205
310M500US44140,"Springfield, MA Metro Area",62346
310M500US44180,"Springfield, MO Metro Area",47034
310M500US44220,"Springfield, OH Metro Area",50128
310M500US44300,"State College, PA Metro Area",60706
310M500US44340,"Statesboro, GA Micro Area",50436
310M500US44420,"Staunton, VA Metro Area",57844
310M500US44620,"Stevens Point, WI Micro Area",56358
310M500US44660,"Stillwater, OK Micro Area",41272
310M500US44700,"Stockton, CA Metro Area",68997
310M500US44940,"Sumter, SC Metro Area",49263
310M500US44980,"Sunbury, PA Micro Area",47349
310M500US45060,"Syracuse, NY Metro Area",61213
310M500US45180,"Talladega-Sylacauga, AL Micro Area",50147
310M500US45220,"Tallahassee, FL Metro Area",52729
310M500US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",57906
310M500US45460,"Terre Haute, IN Metro Area",50129
310M500US45500,"Texarkana, TX-AR Metro Area",51544
310M500US45540,"The Villages, FL Metro Area",60287
310M500US45780,"Toledo, OH Metro Area",53563
310M500US45820,"Topeka, KS Metro Area",59567
310M500US45860,"Torrington, CT Micro Area",81195
310M500US45900,"Traverse City, MI Micro Area",61637
310M500US45940,"Trenton-Princeton, NJ Metro Area",79492
310M500US46020,"Truckee-Grass Valley, CA Micro Area",68818
310M500US46060,"Tucson, AZ Metro Area",56169
310M500US46100,"Tullahoma-Manchester, TN Micro Area",57642
310M500US46140,"Tulsa, OK Metro Area",57859
310M500US46180,"Tupelo, MS Micro Area",48831
310M500US46220,"Tuscaloosa, AL Metro Area",49721
310M500US46300,"Twin Falls, ID Metro Area",56667
310M500US46340,"Tyler, TX Metro Area",59584
310M500US46380,"Ukiah, CA Micro Area",51744
310M500US46520,"Urban Honolulu, HI Metro Area",87470
310M500US46540,"Utica-Rome, NY Metro Area",57778
310M500US46660,"Valdosta, GA Metro Area",43787
310M500US46700,"Vallejo, CA Metro Area",86652
310M500US47020,"Victoria, TX Metro Area",56627
310M500US47220,"Vineland-Bridgeton, NJ Metro Area",54587
310M500US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",69329
310M500US47300,"Visalia, CA Metro Area",57692
310M500US47380,"Waco, TX Metro Area",50368
310M500US47460,"Walla Walla, WA Metro Area",61285
310M500US47580,"Warner Robins, GA Metro Area",61936
310M500US47700,"Warsaw, IN Micro Area",64099
310M500US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",105659
310M500US47940,"Waterloo-Cedar Falls, IA Metro Area",63131
310M500US48020,"Watertown-Fort Atkinson, WI Micro Area",71708
310M500US48060,"Watertown-Fort Drum, NY Metro Area",53917
310M500US48140,"Wausau-Weston, WI Metro Area",65094
310M500US48260,"Weirton-Steubenville, WV-OH Metro Area",49510
310M500US48300,"Wenatchee, WA Metro Area",60532
310M500US48540,"Wheeling, WV-OH Metro Area",50440
310M500US48580,"Whitewater, WI Micro Area",63549
310M500US48620,"Wichita, KS Metro Area",59779
310M500US48660,"Wichita Falls, TX Metro Area",52233
310M500US48700,"Williamsport, PA Metro Area",53881
310M500US48900,"Wilmington, NC Metro Area",57667
310M500US48980,"Wilson, NC Micro Area",38830
