GEO_ID,NAME,HISPANIC_OR_LATINO_OF_ANY_RACE,WHITE_ALONE_NOT_HISPANIC,BLACK_OR_AFRICAN_AMERICAN_ALONE_NOT_HISPANIC,AMERICAN_INDIAN_OR_ALASKAN_NATIVE_ALONE_NOT_HISPANIC,ASIAN_ALONE_NOT_HISPANIC,NATIVE_HAWAIIAN_OR_PACIFIC_ISLANDER_ALONE_NOT_HISPANIC,SOME_OTHER_RACE_ALONE_NOT_HISPANIC,TWO_RACES_INCLUDING_SOME_OTHER_RACE_NOT_HISPANIC,TWO_OR_MORE_RACES_TWO_RACES_EXCLUDING_SOME_OTHER_RACE_AND_THREE_OR_MORE_RACES_NOT_HISPANIC,
0500000US18095,"Madison County, Indiana",4.4,84.5,8.4,0.1,0.5,0,0.5,0,1.7,100.1
0500000US18097,"Marion County, Indiana",10.9,53.9,28.1,0.2,3.8,0,0.2,0.1,2.8,100
0500000US18105,"Monroe County, Indiana",3.6,82.8,3.3,0.2,7.2,0,0.2,0,2.8,100.1
0500000US18109,"Morgan County, Indiana",1.4,N,N,N,N,N,N,N,N,1.4
0500000US18127,"Porter County, Indiana",10.4,82.3,4,0.2,1.4,0.1,0.2,0,1.4,100
0500000US18141,"St. Joseph County, Indiana",9.1,71.3,12.5,0.3,2.6,0,0.7,0.1,3.4,100
0500000US18157,"Tippecanoe County, Indiana",8.7,74.6,5.8,0.3,8.1,0,0.2,0.2,2.1,100
0500000US18163,"Vanderburgh County, Indiana",2.8,83,9.6,0,1.6,0.6,0,0,2.2,99.8
0500000US18167,"Vigo County, Indiana",2.8,85.1,7,0.2,1.7,0.1,0,0.1,3.1,100.1
0500000US18177,"Wayne County, Indiana",3.2,87.3,4.5,0,1.5,0,0.5,0,3,100
0500000US19013,"Black Hawk County, Iowa",4.6,80.5,9.8,0.1,2,0,0,0.1,3,100.1
0500000US19049,"Dallas County, Iowa",6.3,84.6,2.9,0,5,0,0.1,0.2,1,100.1
0500000US19061,"Dubuque County, Iowa",2.6,90.3,3.9,0.2,1,0.6,0,0,1.3,99.9
0500000US19103,"Johnson County, Iowa",5.8,78,7.1,0.3,6,0.1,0,0,2.8,100.1
0500000US19113,"Linn County, Iowa",3.4,84.5,5.6,0.3,2.5,0,0.7,0,3,100
0500000US19153,"Polk County, Iowa",8.7,77,7.6,0.3,4.8,0,0,0,1.6,100
0500000US19155,"Pottawattamie County, Iowa",7.9,87.3,1.9,0.3,1.3,0,0,0,1.3,100
0500000US19163,"Scott County, Iowa",7,79.5,7.5,0.4,3.1,0,0,0.1,2.5,100.1
0500000US19169,"Story County, Iowa",3.7,83.5,3.1,0.3,6.8,0,0,0.2,2.5,100.1
0500000US19193,"Woodbury County, Iowa",17.4,71,3.8,1.7,2.7,0,0.1,0,3.3,100
0500000US20015,"Butler County, Kansas",5.1,88.1,2.7,0.4,1.8,0,0,0,1.8,99.9
0500000US20045,"Douglas County, Kansas",6.5,78.1,3,1.6,5.5,0,0.2,0,5.1,100
0500000US20091,"Johnson County, Kansas",7.9,79.3,4.7,0.1,5.2,0,0.1,0,2.6,99.9
0500000US20103,"Leavenworth County, Kansas",7.3,78.6,8.1,1.1,1.3,0,0.7,0.1,2.7,99.9
0500000US20161,"Riley County, Kansas",8.4,76.4,3.1,2,4.3,1.3,0,0,4.4,99.9
0500000US20173,"Sedgwick County, Kansas",15,67.4,8.4,0.5,4.3,0,0.2,0.1,4.1,100
0500000US20177,"Shawnee County, Kansas",12.8,73.4,9.2,0.7,1.2,0,0.2,0.1,2.3,99.9
0500000US20209,"Wyandotte County, Kansas",29.8,40.2,21.5,0.5,5.3,0.1,0,0,2.6,100
0500000US21015,"Boone County, Kentucky",4.4,86.9,2,0,2.8,0,1.7,0,2.2,100
0500000US21029,"Bullitt County, Kentucky",2.3,N,N,N,N,N,N,N,N,2.3
0500000US21037,"Campbell County, Kentucky",2.2,92.1,2.5,0.1,0.9,0.2,0.1,0,2,100.1
0500000US21047,"Christian County, Kentucky",8.1,65.2,22.3,0,1.5,1.2,0,0,1.7,100
0500000US21059,"Daviess County, Kentucky",3.3,87.4,2.4,0.3,4.7,0,0.2,0,1.6,99.9
0500000US21067,"Fayette County, Kentucky",7.4,70.6,14.8,0,4.1,0,0.1,0,2.9,99.9
0500000US21093,"Hardin County, Kentucky",5.8,75.7,11.6,0,2.5,0.3,0.1,0,4,100
0500000US21111,"Jefferson County, Kentucky",5.9,66.5,22,0.2,3,0.1,0.1,0,2.2,100
0500000US21117,"Kenton County, Kentucky",3.4,88.2,4,0.1,1.3,0,0,0.1,2.9,100
0500000US21145,"McCracken County, Kentucky",2.7,83,8.1,1.1,1.1,0,0,0,3.9,99.9
0500000US21151,"Madison County, Kentucky",2.7,89.4,3.9,0.3,0.6,1.3,0.1,0,1.8,100.1
0500000US21185,"Oldham County, Kentucky",4,88.2,5,0,1.7,0,0,0,1,99.9
0500000US21227,"Warren County, Kentucky",5.6,77.4,8.8,0.4,4.4,0.2,0.2,0,3,100
0500000US22005,"Ascension Parish, Louisiana",6,N,N,N,N,N,N,N,N,6
0500000US22015,"Bossier Parish, Louisiana",6.9,65.9,23.1,0.7,2.1,0,0.2,0,1.1,100
0500000US22017,"Caddo Parish, Louisiana",2.9,44.3,49.8,0.4,1.2,0.2,0,0.1,1.1,100
0500000US22019,"Calcasieu Parish, Louisiana",4.1,66.5,25.1,0,1.6,0,0.3,0,2.3,99.9
0500000US22033,"East Baton Rouge Parish, Louisiana",4.4,43.8,47.1,0.1,3.2,0,0.2,0.1,1.1,100
0500000US22045,"Iberia Parish, Louisiana",4.3,58.6,32.7,0.1,2.5,0,0.1,0,1.8,100.1
0500000US22051,"Jefferson Parish, Louisiana",14.9,51.8,26.8,0.3,4.5,0,0.2,0.1,1.4,100
0500000US22055,"Lafayette Parish, Louisiana",4.6,65.2,26.6,0.3,1.8,0,0.3,0,1,99.8
0500000US22057,"Lafourche Parish, Louisiana",4.4,76.8,13.9,2,0.6,0,0,0,2.4,100.1
0500000US22063,"Livingston Parish, Louisiana",4.1,N,N,N,N,N,N,N,N,4.1
0500000US22071,"Orleans Parish, Louisiana",5.5,30.7,58.5,0.2,2.8,0,0.4,0.1,1.8,100
0500000US22073,"Ouachita Parish, Louisiana",2.2,56.6,37.7,0.2,0.7,0,1.3,0,1.3,100
0500000US22079,"Rapides Parish, Louisiana",3.2,61,31.7,0.2,1.3,0,0.1,0,2.6,100.1
0500000US22097,"St. Landry Parish, Louisiana",2.4,N,N,N,N,N,N,N,N,2.4
0500000US22103,"St. Tammany Parish, Louisiana",5.9,77.9,12.6,0.7,1.4,0,0.2,0,1.5,100.2
0500000US22105,"Tangipahoa Parish, Louisiana",4.4,63.1,29.2,0,0.7,0,0,0,2.6,100
0500000US22109,"Terrebonne Parish, Louisiana",5.1,66.5,19.3,5,1.1,0,0,0,2.9,99.9
0500000US23001,"Androscoggin County, Maine",1.9,90.2,3.3,0,1,0,0,0.2,3.4,100
0500000US23003,"Aroostook County, Maine",1.4,93.7,0.9,2.2,0.4,0,0,0,1.4,100
0500000US23005,"Cumberland County, Maine",2.2,89.9,3.2,0.3,2.2,0,0.3,0,2,100.1
0500000US23011,"Kennebec County, Maine",1.7,94.4,1.4,0.1,0.5,0,0,0,1.9,100
0500000US23019,"Penobscot County, Maine",1.5,92.8,0.9,1.4,1.1,0,0.6,0,1.7,100
0500000US23031,"York County, Maine",1.8,93.9,1.1,0.6,1.1,0,0,0.1,1.3,99.9
0500000US24001,"Allegany County, Maryland",1,86.6,7.9,0.2,1.2,0,0.1,0.1,3,100.1
0500000US24003,"Anne Arundel County, Maryland",8.4,66.3,17,0.2,3.7,0,0.4,0,3.9,99.9
0500000US24005,"Baltimore County, Maryland",5.8,55.6,29.5,0.3,6.1,0.1,0.3,0.2,2.3,100.2
0500000US24009,"Calvert County, Maryland",4.4,77.5,12.7,0.2,1.6,0,0,0,3.6,100
0500000US24013,"Carroll County, Maryland",3.9,88.3,3.6,0.3,2,0,0.1,0,1.9,100.1
0500000US24015,"Cecil County, Maryland",4.7,84.6,6.8,0,1.8,0,0,0,2.1,100
0500000US24017,"Charles County, Maryland",6.3,37.1,49.7,0.1,3.3,0,0.3,0,3.2,100
0500000US24021,"Frederick County, Maryland",10.5,71.6,9.7,0.3,4.8,0,0.1,0.1,2.9,100
0500000US24025,"Harford County, Maryland",4.8,75,14,0.1,2.9,0,0,0.1,3.1,100
0500000US24027,"Howard County, Maryland",7.3,49.8,19.5,0.3,18.5,0,0.5,0.2,3.8,99.9
0500000US24031,"Montgomery County, Maryland",20.1,42.6,18.6,0.3,14.8,0,0.5,0.2,2.9,100
0500000US24033,"Prince George's County, Maryland",19.5,12.1,61,0.3,4,0.1,0.4,0.1,2.5,100
0500000US24037,"St. Mary's County, Maryland",5.6,73.1,15.4,0.1,2.1,0,0.2,0.3,3.3,100.1
0500000US24043,"Washington County, Maryland",5.8,77.3,11.5,0,2.1,0.1,0.2,0,3.1,100.1
0500000US24045,"Wicomico County, Maryland",5.5,62,25.7,0.8,3.2,0.1,0.1,0.3,2.3,100
0500000US24510,"Baltimore city, Maryland",5.7,27.4,61.8,0.3,2.6,0,0.4,0.1,1.6,99.9
0500000US25001,"Barnstable County, Massachusetts",3.4,88.7,3.1,0.7,1.1,0,0.9,0.1,2.1,100.1
0500000US25003,"Berkshire County, Massachusetts",5.1,87.4,2.6,0.1,1.7,0,0.3,0.2,2.7,100.1
0500000US25005,"Bristol County, Massachusetts",8.6,80.2,4.7,0.3,2.3,0,1.6,0.5,1.7,99.9
0500000US25009,"Essex County, Massachusetts",22.2,68.6,3.5,0.1,3.5,0,0.4,0.2,1.4,99.9
0500000US25011,"Franklin County, Massachusetts",4.2,90.3,1.2,0.1,1.4,0,0,0.1,2.7,100
0500000US25013,"Hampden County, Massachusetts",26.3,61.4,7.2,0.1,2.4,0,0,0.1,2.4,99.9
0500000US25015,"Hampshire County, Massachusetts",5.9,83,1.8,0.1,5.5,0.2,0,0.3,3.2,100
0500000US25017,"Middlesex County, Massachusetts",8.3,70.4,5.2,0.2,12.4,0.1,1.1,0.2,2.2,100.1
0500000US25021,"Norfolk County, Massachusetts",5,73.3,6.8,0.2,11.7,0,0.5,0.2,2.3,100
0500000US25023,"Plymouth County, Massachusetts",4.2,79.7,10.7,0.2,1.6,0,1.6,0.3,1.7,100
0500000US25025,"Suffolk County, Massachusetts",23.3,44.6,19.8,0.2,8.8,0.1,0.8,0.3,2.3,100.2
0500000US25027,"Worcester County, Massachusetts",12.2,74.7,4.6,0.1,5.1,0,0.9,0.2,2.2,100
0500000US26005,"Allegan County, Michigan",7.5,88.1,1.5,0.3,0.3,0,0,0,2.2,99.9
0500000US26017,"Bay County, Michigan",5.5,89.7,1.7,0.2,0.4,0,0,0.1,2.4,100
0500000US26021,"Berrien County, Michigan",5.8,74.8,14.5,0.6,1.7,0,0.1,0.2,2.6,100.3
0500000US26025,"Calhoun County, Michigan",5.5,76.8,10.6,0.2,2.8,0,0.2,0.1,3.8,100
0500000US26037,"Clinton County, Michigan",4.6,89.5,2.2,0.1,1.5,0,0,0,2.1,100
0500000US26045,"Eaton County, Michigan",5.7,82.3,6.9,0.5,1.9,0,0,0,2.6,99.9
0500000US26049,"Genesee County, Michigan",3.6,72.3,19.6,0.5,1,0,0,0.1,3,100.1
0500000US26055,"Grand Traverse County, Michigan",3,92.7,0.9,0.6,0.6,0.2,0,0,2.1,100.1
0500000US26065,"Ingham County, Michigan",8,69.1,11.6,0.7,7,0,0.1,0.1,3.5,100.1
0500000US26073,"Isabella County, Michigan",4.1,85.2,2.7,3.3,1.8,0,0,0,2.9,100
0500000US26075,"Jackson County, Michigan",3.6,84.4,6.7,0.3,1,0,0.2,0.1,3.7,100
0500000US26077,"Kalamazoo County, Michigan",5.2,76.8,10.7,0.2,2.3,0,0.4,0,4.4,100
0500000US26081,"Kent County, Michigan",10.8,73.2,8.9,0.2,2.9,0,0.1,0,3.8,99.9
0500000US26087,"Lapeer County, Michigan",4.7,91.7,1.4,0.2,0.7,0,0,0,1.2,99.9
0500000US26091,"Lenawee County, Michigan",8.2,86.4,1.9,0.3,0.4,0,0.1,0,2.7,100
0500000US26093,"Livingston County, Michigan",2.6,94.1,0.4,0.3,1.1,0,0,0,1.4,99.9
0500000US26099,"Macomb County, Michigan",2.8,77.9,11.7,0.2,4.4,0.1,0.1,0,2.8,100
0500000US26103,"Marquette County, Michigan",1.6,91.8,1.6,0.7,0.6,0.1,0.1,0,3.5,100
0500000US26111,"Midland County, Michigan",2.9,91.2,1.1,0.5,2.4,0,0,0,1.9,100
0500000US26115,"Monroe County, Michigan",3.7,91,2.1,0.4,0.4,0,0,0,2.3,99.9
0500000US26121,"Muskegon County, Michigan",5.8,76.4,13.3,0.8,0.4,0,0,0.1,3.2,100
0500000US26125,"Oakland County, Michigan",4.3,71.4,13.5,0.2,8.1,0,0.1,0.1,2.2,99.9
0500000US26139,"Ottawa County, Michigan",10.2,83.4,1.4,0.2,2.8,0,0,0,2,100
0500000US26145,"Saginaw County, Michigan",8.7,69,18.4,0.2,1.3,0,0.1,0.1,2.2,100
0500000US26147,"St. Clair County, Michigan",3.5,90.8,2.8,0.2,0.6,0.1,0.1,0,1.8,99.9
0500000US26155,"Shiawassee County, Michigan",3.1,N,N,N,N,N,N,N,N,3.1
0500000US26159,"Van Buren County, Michigan",11.7,80.9,3.3,0.2,0.7,0,0,0.1,3.1,100
0500000US26161,"Washtenaw County, Michigan",4.9,69.8,11.9,0.4,9,0,0.3,0.1,3.6,100
0500000US26163,"Wayne County, Michigan",6.1,49.3,38.2,0.4,3.5,0,0.2,0.1,2.2,100
0500000US27003,"Anoka County, Minnesota",4.9,79.6,7,0.5,5,0,0.2,0,2.8,100
0500000US27013,"Blue Earth County, Minnesota",3.9,87.1,4.8,0.3,2.5,0,0.1,0,1.3,100
0500000US27019,"Carver County, Minnesota",4.4,87.8,0.3,0.2,4.7,0,0.5,0,2.1,100
0500000US27035,"Crow Wing County, Minnesota",1.5,94.6,1,1,0.5,0,0,0.1,1.2,99.9
0500000US27037,"Dakota County, Minnesota",7.6,76.7,7.1,0.2,5.1,0,0.4,0.1,2.8,100
0500000US27053,"Hennepin County, Minnesota",7,68.3,12.9,0.4,7.3,0.1,0.4,0.1,3.6,100.1
0500000US27109,"Olmsted County, Minnesota",5.2,78.9,6.1,0.2,6.3,0.3,0.1,0.1,2.8,100
0500000US27123,"Ramsey County, Minnesota",7.5,61,12.1,0.4,15,0,0.1,0.1,3.8,100
0500000US27131,"Rice County, Minnesota",8.5,81.1,4.5,1.1,2.1,0,0.1,0.1,2.6,100.1
0500000US27137,"St. Louis County, Minnesota",1.8,90.8,1.7,1.9,1,0.1,0,0.1,2.4,99.8
0500000US27139,"Scott County, Minnesota",5.3,79.4,4.9,0.3,5.2,0,0.7,0,4.1,99.9
0500000US27141,"Sherburne County, Minnesota",2.8,90.1,3.1,0.6,0.9,0,0.4,0,2.1,100
0500000US27145,"Stearns County, Minnesota",3.6,84.5,7.1,0.2,1.8,0,0.1,0,2.8,100.1
0500000US27163,"Washington County, Minnesota",4.5,81.2,4.5,0.2,6.5,0,0.4,0,2.7,100
0500000US27171,"Wright County, Minnesota",3.1,91.5,1.6,0.2,1.1,0,0.4,0.2,1.9,100
0500000US28033,"DeSoto County, Mississippi",5.1,61.8,29.9,0.1,1.7,0,0.1,0,1.1,99.8
0500000US28035,"Forrest County, Mississippi",3,N,N,N,N,N,N,N,N,3
0500000US28047,"Harrison County, Mississippi",5.6,63,25.2,0.1,2.4,0,0.2,0,3.5,100
0500000US28049,"Hinds County, Mississippi",1.6,23.8,72.8,0.4,0.8,0,0.1,0.1,0.5,100.1
0500000US28059,"Jackson County, Mississippi",6.8,67.3,20.7,0.4,2.3,0,0.4,0,2.1,100
0500000US28067,"Jones County, Mississippi",4.7,N,N,N,N,N,N,N,N,4.7
0500000US28075,"Lauderdale County, Mississippi",2.3,52,44.2,0,0.6,0,0,0,0.8,99.9
0500000US28081,"Lee County, Mississippi",2.7,N,N,N,N,N,N,N,N,2.7
0500000US28089,"Madison County, Mississippi",3.1,55,37.9,0,2.8,0,0,0.1,1.1,100
0500000US28121,"Rankin County, Mississippi",2.8,72.9,21.6,0,1.2,0,0.2,0,1.2,99.9
0500000US29019,"Boone County, Missouri",3.5,78.3,8.1,0.3,4.9,0,0.1,0,4.7,99.9
0500000US29021,"Buchanan County, Missouri",6.9,82.7,5.1,0.8,1.3,0.4,0,0,2.8,100
0500000US29031,"Cape Girardeau County, Missouri",2.5,85.3,7.9,0,1.6,0.1,0.3,0,2.3,100
0500000US29037,"Cass County, Missouri",4.6,87.3,6,0.6,0.2,0.5,0,0,0.9,100.1
0500000US29043,"Christian County, Missouri",3.1,92.9,1,0.1,0.7,0,0,0,2.1,99.9
0500000US29047,"Clay County, Missouri",7.1,80,5.7,0.4,2,0.3,0.1,0,4.3,99.9
0500000US29051,"Cole County, Missouri",2.9,81.4,12.5,0.2,1.6,0,0.1,0,1.4,100.1
0500000US29071,"Franklin County, Missouri",1.9,94.9,1,0.2,0.1,0,0,0,2,100.1
0500000US29077,"Greene County, Missouri",3.9,86.9,3.5,0.4,2.2,0,0.2,0,2.9,100
0500000US29095,"Jackson County, Missouri",9.2,61.9,22.9,0.3,1.9,0.3,0.7,0,2.8,100
0500000US29097,"Jasper County, Missouri",8.5,83.6,1.5,1,1.4,0,0,0,4,100
0500000US29099,"Jefferson County, Missouri",2.1,94.1,1.5,0.2,1.1,0,0,0,1,100
0500000US29165,"Platte County, Missouri",6.3,80.1,7.6,0.1,2.3,0.5,0,0.1,3,100
0500000US29183,"St. Charles County, Missouri",3.4,86.5,4.9,0.2,2.7,0,0.1,0,2.2,100
0500000US29187,"St. Francois County, Missouri",1,N,N,N,N,N,N,N,N,1
0500000US29189,"St. Louis County, Missouri",3,65.2,24.3,0.2,4.5,0.2,0.3,0.1,2.3,100.1
0500000US29510,"St. Louis city, Missouri",4.2,44.5,44.9,0.2,3.4,0,0.2,0.2,2.4,100
0500000US30013,"Cascade County, Montana",4.7,84.9,1,4.8,0.2,0,0,0,4.3,99.9
0500000US30029,"Flathead County, Montana",3,92.5,0.3,1.6,0.9,0,0.1,0,1.6,100
0500000US30031,"Gallatin County, Montana",4,91,0.9,1,1,0,0.3,0,1.8,100
0500000US30049,"Lewis and Clark County, Montana",2.3,91,0.9,0.7,0.8,0,0,0,4.3,100
0500000US30063,"Missoula County, Montana",3.4,89,0.8,1.6,2,0,0,0,3.1,99.9
0500000US30111,"Yellowstone County, Montana",5.8,85.9,0.2,4.5,0.7,0,0,0.5,2.3,99.9
0500000US31055,"Douglas County, Nebraska",12.9,68.7,11.1,0.6,4,0,0,0.1,2.6,100
0500000US31109,"Lancaster County, Nebraska",7.4,80.5,3.8,0.5,4.6,0.2,0.1,0,2.9,100
0500000US31153,"Sarpy County, Nebraska",10.1,79.9,3.8,0.5,2.4,0.4,0.2,0.1,2.6,100
0500000US32003,"Clark County, Nevada",31.6,41.3,11.9,0.5,9.8,0.7,0.5,0.1,3.5,99.9
0500000US32031,"Washoe County, Nevada",25,62.2,2.2,1.4,5.6,0.6,0.2,0,2.7,99.9
0500000US33005,"Cheshire County, New Hampshire",2,93.8,1,0.1,0.4,0.3,0,0,2.4,100
0500000US33009,"Grafton County, New Hampshire",2.5,90.1,1.2,0.1,3.3,0.2,0.2,0.1,2.2,99.9
0500000US33011,"Hillsborough County, New Hampshire",7.3,83.7,2.4,0.2,3.9,0,0.1,0.1,2.3,100
0500000US33013,"Merrimack County, New Hampshire",2.3,92.1,1.8,0.2,2.1,0,0,0,1.5,100
0500000US33015,"Rockingham County, New Hampshire",3.3,92,0.9,0,2.3,0.1,0.2,0,1.3,100.1
0500000US33017,"Strafford County, New Hampshire",2.8,90.2,1,0.1,3.1,0,0,0,2.8,100
0500000US34001,"Atlantic County, New Jersey",19.4,55.9,13.7,0.2,7.8,0.2,0.1,0.2,2.4,99.9
0500000US34003,"Bergen County, New Jersey",21,55,5.1,0.1,16.4,0.1,0.3,0.2,1.7,99.9
0500000US34005,"Burlington County, New Jersey",8.5,66.4,16.4,0,5.1,0,0.4,0.2,3,100
0500000US34007,"Camden County, New Jersey",17.6,55.6,18.4,0.1,5.7,0,0.5,0.1,2.1,100.1
0500000US34009,"Cape May County, New Jersey",8.1,85,4.2,0,0.5,0,0,0,2.2,100
0500000US34011,"Cumberland County, New Jersey",31.8,45.4,18,0.9,1.2,0,0,0.2,2.4,99.9
0500000US34013,"Essex County, New Jersey",23.8,29.8,38.4,0.2,5.4,0,0.9,0.2,1.3,100
0500000US34015,"Gloucester County, New Jersey",6.7,77.7,10.3,0,3.1,0,0.1,0.1,1.9,99.9
0500000US34017,"Hudson County, New Jersey",42.7,28.8,10.3,0.1,15.3,0,0.5,0.4,1.8,99.9
0500000US34019,"Hunterdon County, New Jersey",7,84.3,2.4,0,4.2,0,0.5,0.5,1.1,100
0500000US34021,"Mercer County, New Jersey",18.5,48.2,19.4,0.2,11.8,0.1,0.1,0.2,1.6,100.1
0500000US34023,"Middlesex County, New Jersey",22.1,41.6,9.2,0.1,24.4,0.1,0.4,0.3,1.9,100.1
0500000US34025,"Monmouth County, New Jersey",11.1,74.9,6.7,0,5.3,0,0.3,0.2,1.4,99.9
0500000US34027,"Morris County, New Jersey",13.9,70.3,3.3,0,10.8,0,0.3,0.1,1.4,100.1
0500000US34029,"Ocean County, New Jersey",9.5,84.1,3,0,1.6,0,0.2,0,1.5,99.9
0500000US34031,"Passaic County, New Jersey",42.9,40.3,10.4,0.1,5.1,0,0.1,0.1,0.9,99.9
0500000US34033,"Salem County, New Jersey",9.8,73.2,12.7,0.3,1.1,0.4,0.2,0,2.3,100
0500000US34035,"Somerset County, New Jersey",15.2,53.6,9.5,0.1,18.5,0,1.8,0.2,1.1,100
0500000US34037,"Sussex County, New Jersey",9.2,84.9,2.4,0,1.8,0,0.1,0,1.5,99.9
0500000US34039,"Union County, New Jersey",32.8,37.8,19.9,0.1,5.3,0,2.5,0.2,1.5,100.1
0500000US34041,"Warren County, New Jersey",10.2,80.2,4.7,0,2.3,0,0.3,0.7,1.5,99.9
0500000US35001,"Bernalillo County, New Mexico",50.3,38.1,2.4,4.1,2.6,0,0.3,0.1,2.1,100
0500000US35005,"Chaves County, New Mexico",57.8,37.8,2.2,0.3,1.1,0,0.3,0,0.5,100
0500000US35013,"Doña Ana County, New Mexico",68.8,26.7,1.6,0.8,1.1,0.1,0.1,0,0.8,100
0500000US35025,"Lea County, New Mexico",60.1,34.3,3.2,0.6,1.7,0,0,0.1,0.1,100.1
0500000US35031,"McKinley County, New Mexico",14.2,N,N,N,N,N,N,N,N,14.2
0500000US35035,"Otero County, New Mexico",38.6,48.2,3.4,6.7,0.7,0,0.3,0.1,2.1,100.1
0500000US35043,"Sandoval County, New Mexico",39.9,42.5,2.2,12.4,1.6,0,0,0.1,1.3,100
0500000US35045,"San Juan County, New Mexico",20.6,37.1,0.6,38.5,0.4,0,0.4,0.1,2.3,100
0500000US35049,"Santa Fe County, New Mexico",50.9,42.9,1,2.8,1.4,0,0.2,0.1,0.7,100
0500000US35061,"Valencia County, New Mexico",61.1,31.9,2.9,1.8,0.8,0,0.3,0,1.2,100
0500000US36001,"Albany County, New York",6.3,71.3,10.6,0.1,6.3,0,0.3,0.1,5.1,100.1
0500000US36005,"Bronx County, New York",56.4,8.8,29,0.2,3.7,0,0.9,0.2,1,100.2
0500000US36007,"Broome County, New York",4.4,82.6,4.4,0.2,4.7,0,0.1,0,3.6,100
0500000US36009,"Cattaraugus County, New York",2.1,90.4,1.4,3.4,0.9,0,0.1,0,1.7,100
0500000US36011,"Cayuga County, New York",3.1,89.8,3.3,0,0.8,0,0.1,0,2.7,99.8
0500000US36013,"Chautauqua County, New York",7.8,87,2,0.5,0.7,0,0,0.1,1.9,100
0500000US36015,"Chemung County, New York",3.2,85.9,5.4,0.2,1.6,0,0.1,0.1,3.6,100.1
0500000US36019,"Clinton County, New York",3,89.9,3.6,0.5,1.6,0,0.1,0,1.4,100.1
0500000US36027,"Dutchess County, New York",12.9,70.6,10.8,0.1,3.2,0.1,0.1,0,2.1,99.9
0500000US36029,"Erie County, New York",5.8,74.9,13.1,0.5,3.8,0,0.1,0.1,1.7,100
0500000US36045,"Jefferson County, New York",7.8,81.3,5.8,0.2,2.2,0.3,0,0.1,2.4,100.1
0500000US36047,"Kings County, New York",18.9,36.5,29.8,0.1,11.9,0,0.5,0.2,2.1,100
0500000US36051,"Livingston County, New York",3.9,90.5,2.1,0.3,0.8,0,0.1,0.5,1.9,100.1
0500000US36053,"Madison County, New York",1.8,92.9,2.1,0.4,1.1,0,0,0,1.8,100.1
0500000US36055,"Monroe County, New York",9.2,70,14.6,0.2,3.5,0,0.3,0.1,2,99.9
0500000US36059,"Nassau County, New York",17.5,58.2,11.3,0.2,10.3,0,0.7,0.5,1.4,100.1
0500000US36061,"New York County, New York",25.6,46.9,12.3,0.2,12.3,0,0.5,0.1,2.2,100.1
0500000US36063,"Niagara County, New York",3.3,84.9,6.5,1,1,0.1,0.1,0.1,3,100
0500000US36065,"Oneida County, New York",6.2,81.3,5.4,0.1,4.1,0,0,0.1,2.8,100
0500000US36067,"Onondaga County, New York",5.2,76.4,10.8,0.5,3.8,0,0.1,0.1,3.2,100.1
0500000US36069,"Ontario County, New York",5.1,89.4,2.2,0.1,1.2,0,0.2,0.1,1.7,100
0500000US36071,"Orange County, New York",21.6,62.6,10.9,0.1,2.9,0,0.1,0.3,1.4,99.9
0500000US36075,"Oswego County, New York",2.7,93.7,0.8,0,0.7,0,0,0,2,99.9
0500000US36079,"Putnam County, New York",16.4,76.9,3.2,0,2.3,0,0.2,0,1,100
0500000US36081,"Queens County, New York",28.2,24.4,17.3,0.2,26,0,1.5,0.5,1.8,99.9
0500000US36083,"Rensselaer County, New York",5.2,82.4,6.8,0,2.8,0,0.1,0.1,2.5,99.9
0500000US36085,"Richmond County, New York",18.6,59.5,9.5,0.1,10.7,0,0.2,0.1,1.3,100
0500000US36087,"Rockland County, New York",18.4,62.5,11.3,0.1,5.9,0,0.2,0.2,1.4,100
0500000US36089,"St. Lawrence County, New York",2.4,91.9,2.1,0.8,1.1,0,0.3,0.1,1.4,100.1
0500000US36091,"Saratoga County, New York",3.4,90,1.6,0,3.3,0,0.1,0.2,1.4,100
0500000US36093,"Schenectady County, New York",7.4,71.6,10.3,0.1,5,0.2,1.4,0.5,3.5,100
0500000US36101,"Steuben County, New York",1.7,93.3,2,0.2,1.7,0,0,0.1,0.9,99.9
0500000US36103,"Suffolk County, New York",20.2,66.3,7.2,0.2,4,0,0.7,0.2,1.2,100
0500000US36105,"Sullivan County, New York",16.8,70.7,6.3,0.7,1.6,0,0.1,0,3.9,100.1
0500000US36109,"Tompkins County, New York",5.4,76.7,3,0.1,9.5,0.1,0.3,0.6,4.2,99.9
0500000US36111,"Ulster County, New York",10.6,78.1,5.8,0.3,1.6,0,0.5,0.2,2.8,99.9
0500000US36113,"Warren County, New York",2.8,93.1,1.3,0,0.6,0,0.1,0,1.9,99.8
0500000US36117,"Wayne County, New York",4.7,89.5,1.8,0.1,1,0,0,0,2.8,99.9
0500000US36119,"Westchester County, New York",25.5,52.3,13.3,0.2,6,0,0.8,0.2,1.5,99.8
0500000US37001,"Alamance County, North Carolina",13.1,62.8,19.8,0.1,1.7,0,0,0,2.3,99.8
0500000US37019,"Brunswick County, North Carolina",4.9,82.3,7.5,0.6,0.7,0,0,0,4,100
0500000US37021,"Buncombe County, North Carolina",6.8,83.3,6.4,0.4,1.3,0,0,0,1.6,99.8
0500000US37023,"Burke County, North Carolina",6.5,81,3.9,0.3,3.5,0.3,2.3,0.3,1.8,99.9
