GEO_ID,NAME,HISPANIC_OR_LATINO_OF_ANY_RACE,WHITE_ALONE_NOT_HISPANIC,BLACK_OR_AFRICAN_AMERICAN_ALONE_NOT_HISPANIC,AMERICAN_INDIAN_OR_ALASKAN_NATIVE_ALONE_NOT_HISPANIC,ASIAN_ALONE_NOT_HISPANIC,NATIVE_HAWAIIAN_OR_PACIFIC_ISLANDER_ALONE_NOT_HISPANIC,SOME_OTHER_RACE_ALONE_NOT_HISPANIC,TWO_RACES_INCLUDING_SOME_OTHER_RACE_NOT_HISPANIC,TWO_OR_MORE_RACES_TWO_RACES_EXCLUDING_SOME_OTHER_RACE_AND_THREE_OR_MORE_RACES_NOT_HISPANIC,
0500000US51015,"Augusta County, Virginia",3.1,N,N,N,N,N,N,N,N,3.1
0500000US51019,"Bedford County, Virginia",2.4,N,N,N,N,N,N,N,N,2.4
0500000US51041,"Chesterfield County, Virginia",9.5,60.6,23.1,0.3,3.7,0.1,0.5,0,2.3,100.1
0500000US51059,"Fairfax County, Virginia",16.5,49.8,9.8,0.2,19.8,0.1,0.5,0,3.3,100
0500000US51061,"Fauquier County, Virginia",9.2,78.9,7.6,0.1,1.8,0,0.1,0.1,2.2,100
0500000US51069,"Frederick County, Virginia",9.3,82.3,4.8,0.2,1.5,0,0,0,1.9,100
0500000US51085,"Hanover County, Virginia",3.1,82.9,9.5,0,1.3,0,0.7,0,2.5,100
0500000US51087,"Henrico County, Virginia",6,52,30.1,0.2,8.5,0,0.1,0.1,3,100
0500000US51095,"James City County, Virginia",6.1,75.1,13.4,0,2.8,0,0.3,0,2.3,100
0500000US51107,"Loudoun County, Virginia",13.9,54.5,7.7,0.2,19.6,0.1,0.2,0.2,3.4,99.8
0500000US51121,"Montgomery County, Virginia",3.5,83.5,4.7,0.7,6.1,0,0.1,0.1,1.4,100.1
0500000US51153,"Prince William County, Virginia",24.5,41.4,20.3,0.3,8.9,0.1,0.2,0,4.4,100.1
0500000US51161,"Roanoke County, Virginia",3.3,84.9,6.4,0.3,3.7,0,0.2,0,1.1,99.9
0500000US51165,"Rockingham County, Virginia",7.4,N,N,N,N,N,N,N,N,7.4
0500000US51177,"Spotsylvania County, Virginia",10.7,66.5,16.1,0.3,2.2,0.1,0.2,0,3.9,100
0500000US51179,"Stafford County, Virginia",14.2,59.3,18.9,0.1,3.5,0,0.1,0.1,3.8,100
0500000US51199,"York County, Virginia",6.9,69.2,14.6,0,5.9,0.1,0.9,0,2.5,100.1
0500000US51510,"Alexandria city, Virginia",16.6,52.2,20.5,0.1,5.5,0,0.4,0.1,4.7,100.1
0500000US51550,"Chesapeake city, Virginia",6.6,56.5,29.4,0,3.5,0,0.2,0.1,3.6,99.9
0500000US51650,"Hampton city, Virginia",6.2,37.2,49.5,0,2.6,0.2,0.5,0.5,3.4,100.1
0500000US51680,"Lynchburg city, Virginia",4.5,62.2,28.1,0.3,1.8,0,0.1,0.3,2.8,100.1
0500000US51700,"Newport News city, Virginia",9.4,42.1,40.7,0.1,3.1,0.2,0.3,0.1,3.9,99.9
0500000US51710,"Norfolk city, Virginia",8.5,43.3,40.3,0.3,3.5,0,0.1,0.1,4,100.1
0500000US51740,"Portsmouth city, Virginia",4.7,37.1,53.5,0,1.2,0,0.3,0,3,99.8
0500000US51760,"Richmond city, Virginia",7.3,41.9,44.9,0.1,2,0,0.3,0.1,3.2,99.8
0500000US51770,"Roanoke city, Virginia",6.7,57.6,28.8,0,2.6,0,0.4,0,3.8,99.9
0500000US51800,"Suffolk city, Virginia",4.7,48.7,41.3,0,1.7,0,0.2,0,3.4,100
0500000US51810,"Virginia Beach city, Virginia",8.5,60.8,18.4,0.2,6.9,0.1,0.4,0.1,4.6,100
0500000US53005,"Benton County, Washington",22.6,69.1,1.7,0.7,2.2,0.1,0.3,0.1,3.2,100
0500000US53007,"Chelan County, Washington",28.2,67.6,1.6,0.7,0.5,0,0,0,1.3,99.9
0500000US53009,"Clallam County, Washington",6.6,82.4,0.2,5.9,1.6,0,0,0,3.3,100
0500000US53011,"Clark County, Washington",10.2,77.4,2,0.5,4.5,0.9,0.1,0,4.4,100
0500000US53015,"Cowlitz County, Washington",9.3,83.2,0.6,0.6,1.3,0.2,0,0,4.7,99.9
0500000US53021,"Franklin County, Washington",53.6,39.8,1.8,0.2,1.3,0.1,0.1,0,3.2,100.1
0500000US53025,"Grant County, Washington",42.2,53.3,0.2,1.8,0.8,0,0,0,1.8,100.1
0500000US53027,"Grays Harbor County, Washington",10.3,78.9,2.5,3.4,1.3,0.1,0.1,0,3.4,100
0500000US53029,"Island County, Washington",8.2,78.5,3.7,1.2,4.3,1.3,0,0,2.8,100
0500000US53033,"King County, Washington",9.9,57.8,6.6,0.6,18.8,0.7,0.3,0.1,5.2,100
0500000US53035,"Kitsap County, Washington",8.2,75.8,2.8,1,4.9,1,0.1,0.1,6.1,100
0500000US53041,"Lewis County, Washington",10.5,82.6,0.2,0.3,0.1,0.1,0,0.2,5.9,99.9
0500000US53045,"Mason County, Washington",10.6,79.7,0.3,1.9,0.9,0.1,0.1,0,6.4,100
0500000US53053,"Pierce County, Washington",11.4,65.6,6.5,0.9,6.2,1.3,0.2,0.1,7.7,99.9
0500000US53057,"Skagit County, Washington",18.6,74,0.7,1.8,2,0.1,0.2,0,2.7,100.1
0500000US53061,"Snohomish County, Washington",10.6,67.8,3.3,1,11.9,0.4,0.3,0.1,4.6,100
0500000US53063,"Spokane County, Washington",6.1,83.9,2.1,1.3,2.3,0.7,0,0.1,3.6,100.1
0500000US53067,"Thurston County, Washington",9.4,73.9,3.8,1.4,5.6,0.9,0.1,0.3,4.8,100.2
0500000US53073,"Whatcom County, Washington",9.8,78.1,0.8,2.2,3.8,0.3,0,0.4,4.5,99.9
0500000US53077,"Yakima County, Washington",50.2,42,1,3.2,1.1,0.5,0.3,0.1,1.7,100.1
0500000US54003,"Berkeley County, West Virginia",4.8,83.4,7.3,0.1,1.1,0,0,0.2,3.1,100
0500000US54011,"Cabell County, West Virginia",1.4,90,4.6,0,1.2,0,0,0,2.6,99.8
0500000US54033,"Harrison County, West Virginia",1.7,94,0.8,0,0.8,0.3,0,0,2.3,99.9
0500000US54039,"Kanawha County, West Virginia",1.2,87.5,6.7,0.5,1.3,0,0.1,0.1,2.6,100
0500000US54061,"Monongalia County, West Virginia",2.2,88.1,3.8,0,3.3,0,0.3,0,2.3,100
0500000US54081,"Raleigh County, West Virginia",1.7,N,N,N,N,N,N,N,N,1.7
0500000US54107,"Wood County, West Virginia",0.5,N,N,N,N,N,N,N,N,0.5
0500000US55009,"Brown County, Wisconsin",9,80.2,2.6,2.2,3.5,0,0.1,0,2.3,99.9
0500000US55025,"Dane County, Wisconsin",6.5,79.1,5,0.3,6,0.1,0.2,0,2.8,100
0500000US55027,"Dodge County, Wisconsin",5,89.6,3,0.5,0.5,0.1,0,0,1.3,100
0500000US55035,"Eau Claire County, Wisconsin",2.7,89.6,1.7,0.4,4,0.1,0,0,1.6,100.1
0500000US55039,"Fond du Lac County, Wisconsin",5.4,88.9,1.6,0.3,1.2,0.2,0.1,0,2.3,100
0500000US55055,"Jefferson County, Wisconsin",7.3,89.3,0.5,0.3,0.6,0,0,0,2,100
0500000US55059,"Kenosha County, Wisconsin",13.5,75.4,7.4,0.4,1.7,0.3,0,0.1,1.3,100.1
0500000US55063,"La Crosse County, Wisconsin",2.1,89.5,1.6,0.4,4.6,0.1,0,0,1.7,100
0500000US55071,"Manitowoc County, Wisconsin",4.4,89.8,1.1,0.8,3.2,0,0,0,0.8,100.1
0500000US55073,"Marathon County, Wisconsin",3,88.2,0.2,0.3,5.8,0.1,0,0,2.3,99.9
0500000US55079,"Milwaukee County, Wisconsin",15.6,50.4,26,0.5,4.2,0,0.4,0.1,2.8,100
0500000US55087,"Outagamie County, Wisconsin",4.6,87,1.2,1.2,3.7,0.1,0,0.1,2.1,100
0500000US55089,"Ozaukee County, Wisconsin",3.1,91,0.6,0.1,2.2,0,0,0,3,100
0500000US55097,"Portage County, Wisconsin",3.4,90.9,1.2,0.4,3.4,0,0,0,0.7,100
0500000US55101,"Racine County, Wisconsin",13.6,71.1,11.2,0.5,1.3,0,0.3,0.1,1.8,99.9
0500000US55105,"Rock County, Wisconsin",9.1,82.3,4.6,0,1.2,0,0,0,2.7,99.9
0500000US55109,"St. Croix County, Wisconsin",2.6,93.6,0.8,0,1,0,0,0,1.9,99.9
0500000US55117,"Sheboygan County, Wisconsin",6.7,83.5,2,0.5,5.9,0,0,0,1.3,99.9
0500000US55127,"Walworth County, Wisconsin",11.2,85.3,1.4,0.3,0.4,0,0,0,1.4,100
0500000US55131,"Washington County, Wisconsin",3.3,92.5,1.6,0,1.9,0,0,0,0.6,99.9
0500000US55133,"Waukesha County, Wisconsin",4.9,88,1.6,0.2,3.8,0.1,0,0.1,1.3,100
0500000US55139,"Winnebago County, Wisconsin",4.4,88,2.3,0.6,2.7,0.6,0,0,1.5,100.1
0500000US55141,"Wood County, Wisconsin",3.2,92,0.9,0.5,2,0,0,0,1.4,100
0500000US56021,"Laramie County, Wyoming",14.9,78.6,1.4,1.2,1,0.2,0,0,2.7,100
0500000US56025,"Natrona County, Wyoming",8.7,86.1,1.2,1,1,0,0.1,0.1,1.8,100
0500000US72013,"Arecibo Municipio, Puerto Rico",99,N,N,N,N,N,N,N,N,99
0500000US72021,"Bayamón Municipio, Puerto Rico",98.3,1,0.2,0,0.2,0,0,0,0.4,100.1
0500000US72025,"Caguas Municipio, Puerto Rico",97.7,N,N,N,N,N,N,N,N,97.7
0500000US72031,"Carolina Municipio, Puerto Rico",99,N,N,N,N,N,N,N,N,99
0500000US72061,"Guaynabo Municipio, Puerto Rico",98.4,N,N,N,N,N,N,N,N,98.4
0500000US72097,"Mayagüez Municipio, Puerto Rico",99.1,N,N,N,N,N,N,N,N,99.1
0500000US72113,"Ponce Municipio, Puerto Rico",98.7,N,N,N,N,N,N,N,N,98.7
0500000US72127,"San Juan Municipio, Puerto Rico",97.1,2.5,0.1,0,0.3,0,0,0,0,100
0500000US72135,"Toa Alta Municipio, Puerto Rico",97.6,N,N,N,N,N,N,N,N,97.6
0500000US72137,"Toa Baja Municipio, Puerto Rico",97.9,N,N,N,N,N,N,N,N,97.9
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",98.8,N,N,N,N,N,N,N,N,98.8
