GEO_ID,NAME,PERCENT_BELOW_POVERTY
0500000US41047,"Marion County, Oregon",11.8
0500000US41051,"Multnomah County, Oregon",12.2
0500000US41053,"Polk County, Oregon",7.3
0500000US41059,"Umatilla County, Oregon",14.5
0500000US41067,"Washington County, Oregon",8.4
0500000US41071,"Yamhill County, Oregon",11.4
0500000US42001,"Adams County, Pennsylvania",7.2
0500000US42003,"Allegheny County, Pennsylvania",10.8
0500000US42005,"Armstrong County, Pennsylvania",9.7
0500000US42007,"Beaver County, Pennsylvania",12
0500000US42011,"Berks County, Pennsylvania",10.1
0500000US42013,"Blair County, Pennsylvania",15.6
0500000US42017,"Bucks County, Pennsylvania",5.5
0500000US42019,"Butler County, Pennsylvania",7.5
0500000US42021,"Cambria County, Pennsylvania",15.3
0500000US42025,"Carbon County, Pennsylvania",8.2
0500000US42027,"Centre County, Pennsylvania",16.3
0500000US42029,"Chester County, Pennsylvania",5.8
0500000US42033,"Clearfield County, Pennsylvania",13.2
0500000US42037,"Columbia County, Pennsylvania",16
0500000US42039,"Crawford County, Pennsylvania",11.4
0500000US42041,"Cumberland County, Pennsylvania",6.7
0500000US42043,"Dauphin County, Pennsylvania",11.4
0500000US42045,"Delaware County, Pennsylvania",9.9
0500000US42049,"Erie County, Pennsylvania",17.4
0500000US42051,"Fayette County, Pennsylvania",17.9
0500000US42055,"Franklin County, Pennsylvania",6.8
0500000US42063,"Indiana County, Pennsylvania",13
0500000US42069,"Lackawanna County, Pennsylvania",14.8
0500000US42071,"Lancaster County, Pennsylvania",11.1
0500000US42073,"Lawrence County, Pennsylvania",11.6
0500000US42075,"Lebanon County, Pennsylvania",11.5
0500000US42077,"Lehigh County, Pennsylvania",11.9
0500000US42079,"Luzerne County, Pennsylvania",15.7
0500000US42081,"Lycoming County, Pennsylvania",14
0500000US42085,"Mercer County, Pennsylvania",12.6
0500000US42089,"Monroe County, Pennsylvania",13
0500000US42091,"Montgomery County, Pennsylvania",6
0500000US42095,"Northampton County, Pennsylvania",7.3
0500000US42097,"Northumberland County, Pennsylvania",13.1
0500000US42101,"Philadelphia County, Pennsylvania",23.3
0500000US42107,"Schuylkill County, Pennsylvania",11.5
0500000US42111,"Somerset County, Pennsylvania",11.9
0500000US42125,"Washington County, Pennsylvania",9.9
0500000US42129,"Westmoreland County, Pennsylvania",10.7
0500000US42133,"York County, Pennsylvania",9.4
0500000US44003,"Kent County, Rhode Island",7.3
0500000US44005,"Newport County, Rhode Island",7.5
0500000US44007,"Providence County, Rhode Island",13.4
0500000US44009,"Washington County, Rhode Island",6.9
0500000US45003,"Aiken County, South Carolina",11.3
0500000US45007,"Anderson County, South Carolina",12.8
0500000US45013,"Beaufort County, South Carolina",10.3
0500000US45015,"Berkeley County, South Carolina",10.7
0500000US45019,"Charleston County, South Carolina",11.2
0500000US45031,"Darlington County, South Carolina",17.9
0500000US45035,"Dorchester County, South Carolina",9.1
0500000US45041,"Florence County, South Carolina",16.3
0500000US45045,"Greenville County, South Carolina",10.6
0500000US45047,"Greenwood County, South Carolina",19.4
0500000US45051,"Horry County, South Carolina",12.8
0500000US45055,"Kershaw County, South Carolina",14.2
0500000US45057,"Lancaster County, South Carolina",12.4
0500000US45059,"Laurens County, South Carolina",20.9
0500000US45063,"Lexington County, South Carolina",12.6
0500000US45073,"Oconee County, South Carolina",13.7
0500000US45075,"Orangeburg County, South Carolina",27.5
0500000US45077,"Pickens County, South Carolina",15.4
0500000US45079,"Richland County, South Carolina",16.6
0500000US45083,"Spartanburg County, South Carolina",12.8
0500000US45085,"Sumter County, South Carolina",17.4
0500000US45091,"York County, South Carolina",8.2
0500000US46099,"Minnehaha County, South Dakota",8.4
0500000US46103,"Pennington County, South Dakota",12
0500000US47001,"Anderson County, Tennessee",16.8
0500000US47009,"Blount County, Tennessee",10.2
0500000US47011,"Bradley County, Tennessee",15.6
0500000US47037,"Davidson County, Tennessee",12.4
0500000US47059,"Greene County, Tennessee",16.3
0500000US47065,"Hamilton County, Tennessee",12.6
0500000US47093,"Knox County, Tennessee",13.5
0500000US47113,"Madison County, Tennessee",18.3
0500000US47119,"Maury County, Tennessee",6.6
0500000US47125,"Montgomery County, Tennessee",12.9
0500000US47141,"Putnam County, Tennessee",17.1
0500000US47147,"Robertson County, Tennessee",11.1
0500000US47149,"Rutherford County, Tennessee",11
0500000US47155,"Sevier County, Tennessee",13.6
0500000US47157,"Shelby County, Tennessee",16.8
0500000US47163,"Sullivan County, Tennessee",15.1
0500000US47165,"Sumner County, Tennessee",8.5
0500000US47179,"Washington County, Tennessee",16.6
0500000US47187,"Williamson County, Tennessee",4.5
0500000US47189,"Wilson County, Tennessee",7.7
0500000US48005,"Angelina County, Texas",14.2
0500000US48021,"Bastrop County, Texas",19.7
0500000US48027,"Bell County, Texas",14.4
0500000US48029,"Bexar County, Texas",15.2
0500000US48037,"Bowie County, Texas",16.1
0500000US48039,"Brazoria County, Texas",7.4
0500000US48041,"Brazos County, Texas",20.8
0500000US48061,"Cameron County, Texas",25.6
0500000US48085,"Collin County, Texas",6.3
0500000US48091,"Comal County, Texas",5.6
0500000US48099,"Coryell County, Texas",10.5
0500000US48113,"Dallas County, Texas",13.9
0500000US48121,"Denton County, Texas",6.5
0500000US48135,"Ector County, Texas",10.4
0500000US48139,"Ellis County, Texas",8.8
0500000US48141,"El Paso County, Texas",18.8
0500000US48157,"Fort Bend County, Texas",6.3
0500000US48167,"Galveston County, Texas",10.9
0500000US48181,"Grayson County, Texas",11.2
0500000US48183,"Gregg County, Texas",17.8
0500000US48187,"Guadalupe County, Texas",5.5
0500000US48201,"Harris County, Texas",15.1
0500000US48203,"Harrison County, Texas",21.9
0500000US48209,"Hays County, Texas",12.7
0500000US48213,"Henderson County, Texas",18.4
0500000US48215,"Hidalgo County, Texas",27.3
0500000US48231,"Hunt County, Texas",15.8
0500000US48245,"Jefferson County, Texas",16.6
0500000US48251,"Johnson County, Texas",12.1
0500000US48257,"Kaufman County, Texas",10.5
0500000US48291,"Liberty County, Texas",13.7
0500000US48303,"Lubbock County, Texas",18.5
0500000US48309,"McLennan County, Texas",18.7
0500000US48329,"Midland County, Texas",10.7
0500000US48339,"Montgomery County, Texas",9.1
0500000US48347,"Nacogdoches County, Texas",21.3
0500000US48355,"Nueces County, Texas",16.1
0500000US48361,"Orange County, Texas",11.2
0500000US48367,"Parker County, Texas",8.4
0500000US48375,"Potter County, Texas",21
0500000US48381,"Randall County, Texas",9.4
0500000US48397,"Rockwall County, Texas",4.5
0500000US48409,"San Patricio County, Texas",12.7
0500000US48423,"Smith County, Texas",12.4
0500000US48439,"Tarrant County, Texas",10.2
0500000US48441,"Taylor County, Texas",14
0500000US48451,"Tom Green County, Texas",12.1
0500000US48453,"Travis County, Texas",10.9
0500000US48469,"Victoria County, Texas",14.5
0500000US48471,"Walker County, Texas",19.7
0500000US48479,"Webb County, Texas",20.5
0500000US48485,"Wichita County, Texas",12.9
0500000US48491,"Williamson County, Texas",5.5
0500000US48497,"Wise County, Texas",5.3
0500000US49005,"Cache County, Utah",15.3
0500000US49011,"Davis County, Utah",5.3
0500000US49035,"Salt Lake County, Utah",9
0500000US49045,"Tooele County, Utah",2.9
0500000US49049,"Utah County, Utah",9.9
0500000US49053,"Washington County, Utah",9.8
0500000US49057,"Weber County, Utah",5.8
0500000US50007,"Chittenden County, Vermont",11.8
0500000US51003,"Albemarle County, Virginia",6.2
0500000US51013,"Arlington County, Virginia",8.6
0500000US51015,"Augusta County, Virginia",5.6
0500000US51019,"Bedford County, Virginia",8.4
0500000US51041,"Chesterfield County, Virginia",6.6
0500000US51059,"Fairfax County, Virginia",6
0500000US51061,"Fauquier County, Virginia",6.5
0500000US51069,"Frederick County, Virginia",5.8
0500000US51085,"Hanover County, Virginia",4.9
0500000US51087,"Henrico County, Virginia",8.9
0500000US51095,"James City County, Virginia",4.9
0500000US51107,"Loudoun County, Virginia",3
0500000US51121,"Montgomery County, Virginia",23.1
0500000US51153,"Prince William County, Virginia",6.3
0500000US51161,"Roanoke County, Virginia",6.2
0500000US51165,"Rockingham County, Virginia",7.1
0500000US51177,"Spotsylvania County, Virginia",6.4
0500000US51179,"Stafford County, Virginia",5.9
0500000US51199,"York County, Virginia",5.8
0500000US51510,"Alexandria city, Virginia",8.6
0500000US51550,"Chesapeake city, Virginia",8
0500000US51650,"Hampton city, Virginia",13.8
0500000US51680,"Lynchburg city, Virginia",14.8
0500000US51700,"Newport News city, Virginia",14.8
0500000US51710,"Norfolk city, Virginia",17.9
0500000US51740,"Portsmouth city, Virginia",19.2
0500000US51760,"Richmond city, Virginia",18.9
0500000US51770,"Roanoke city, Virginia",20.6
0500000US51800,"Suffolk city, Virginia",8.4
0500000US51810,"Virginia Beach city, Virginia",6.8
0500000US53005,"Benton County, Washington",11.3
0500000US53007,"Chelan County, Washington",14.5
0500000US53009,"Clallam County, Washington",10.2
0500000US53011,"Clark County, Washington",9.2
0500000US53015,"Cowlitz County, Washington",12.2
0500000US53021,"Franklin County, Washington",16.2
0500000US53025,"Grant County, Washington",14.8
0500000US53027,"Grays Harbor County, Washington",9.8
0500000US53029,"Island County, Washington",6.6
0500000US53033,"King County, Washington",7.6
0500000US53035,"Kitsap County, Washington",6.9
0500000US53041,"Lewis County, Washington",11.6
0500000US53045,"Mason County, Washington",12.8
0500000US53053,"Pierce County, Washington",9.1
0500000US53057,"Skagit County, Washington",11.9
0500000US53061,"Snohomish County, Washington",6.8
0500000US53063,"Spokane County, Washington",13.1
0500000US53067,"Thurston County, Washington",9.2
0500000US53073,"Whatcom County, Washington",12.9
0500000US53077,"Yakima County, Washington",16.9
0500000US54003,"Berkeley County, West Virginia",12.6
0500000US54011,"Cabell County, West Virginia",18.9
0500000US54033,"Harrison County, West Virginia",8.3
0500000US54039,"Kanawha County, West Virginia",17
0500000US54061,"Monongalia County, West Virginia",22.3
0500000US54081,"Raleigh County, West Virginia",16.6
0500000US54107,"Wood County, West Virginia",14.1
0500000US55009,"Brown County, Wisconsin",10.3
0500000US55025,"Dane County, Wisconsin",9.4
0500000US55027,"Dodge County, Wisconsin",7.3
0500000US55035,"Eau Claire County, Wisconsin",10.1
0500000US55039,"Fond du Lac County, Wisconsin",6.2
0500000US55055,"Jefferson County, Wisconsin",6.3
0500000US55059,"Kenosha County, Wisconsin",9.4
0500000US55063,"La Crosse County, Wisconsin",12.2
0500000US55071,"Manitowoc County, Wisconsin",8.7
0500000US55073,"Marathon County, Wisconsin",7.9
0500000US55079,"Milwaukee County, Wisconsin",16.6
0500000US55087,"Outagamie County, Wisconsin",7.3
0500000US55089,"Ozaukee County, Wisconsin",4.6
0500000US55097,"Portage County, Wisconsin",13
0500000US55101,"Racine County, Wisconsin",12.9
0500000US55105,"Rock County, Wisconsin",13.5
0500000US55109,"St. Croix County, Wisconsin",7.5
0500000US55117,"Sheboygan County, Wisconsin",8
0500000US55127,"Walworth County, Wisconsin",9.1
0500000US55131,"Washington County, Wisconsin",4.8
0500000US55133,"Waukesha County, Wisconsin",4.7
0500000US55139,"Winnebago County, Wisconsin",10
0500000US55141,"Wood County, Wisconsin",11.8
0500000US56021,"Laramie County, Wyoming",9.8
0500000US56025,"Natrona County, Wyoming",8.6
0500000US72013,"Arecibo Municipio, Puerto Rico",49
0500000US72021,"Bayamón Municipio, Puerto Rico",32.5
0500000US72025,"Caguas Municipio, Puerto Rico",38.5
0500000US72031,"Carolina Municipio, Puerto Rico",34.6
0500000US72061,"Guaynabo Municipio, Puerto Rico",22.9
0500000US72097,"Mayagüez Municipio, Puerto Rico",52.6
0500000US72113,"Ponce Municipio, Puerto Rico",53.2
0500000US72127,"San Juan Municipio, Puerto Rico",40
0500000US72135,"Toa Alta Municipio, Puerto Rico",31.1
0500000US72137,"Toa Baja Municipio, Puerto Rico",38.4
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",27.5
